"time","Mx","My","M_eliminated"
6.84,0.406083485906555,0.83067446057853,0.863242053514912
6.85,0.404502864524082,0.831039205778273,0.864457929697642
6.86,0.402935555665747,0.831395360318269,0.86566908401598
6.87,0.401381436226954,0.831743007550568,0.866875556222475
6.88,0.399840384249031,0.832082230048805,0.86807738570216
6.89,0.398312278908736,0.832413109615338,0.869274611475923
6.9,0.396797000507776,0.832735727288362,0.870467272203859
6.91,0.395294430462336,0.83305016334903,0.871655406188631
6.92,0.393804451293384,0.833356497328035,0.872839051378577
6.93,0.392326946615707,0.833654808013063,0.874018245371227
6.94,0.390861801126244,0.833945173456716,0.875193025417036
6.95,0.38940890059484,0.834227670982799,0.876363428422357
6.96,0.387968131855741,0.834502377192095,0.87752949095216
6.97,0.38653938279763,0.834769367969136,0.878691249233231
6.98,0.385122542352775,0.835028718489575,0.879848739157647
6.99,0.383717500486678,0.835280503227221,0.881001996286098
7,0.382324148189336,0.835524795959977,0.882151055850683
7.01,0.380942377466284,0.835761669775923,0.883295952757789
7.02,0.379572081328657,0.83599119708007,0.88443672159127
7.03,0.378213153783435,0.836213449600987,0.885573396615575
7.04,0.376865489824167,0.836428498397105,0.886706011778725
7.05,0.375528985421928,0.836636413862858,0.88783460071521
7.06,0.374203537516305,0.836837265734813,0.888959196748878
7.07,0.372889044006373,0.837031123097796,0.890079832895828
7.08,0.371585403742355,0.837218054390559,0.891196541867082
7.09,0.370292516516184,0.837398127412197,0.892309356071617
7.1,0.36901028305145,0.837571409328971,0.893418307619576
7.11,0.367738604995448,0.837737966679719,0.89452342832483
7.12,0.366477384911853,0.837897865380827,0.895624749707317
7.13,0.36522652627214,0.838051170732061,0.896722302995795
7.14,0.363985933446247,0.838197947422911,0.897816119130839
7.15,0.362755511693653,0.83833825953865,0.898906228767694
7.16,0.361535167155867,0.838472170565442,0.899992662278687
7.17,0.360324806848706,0.838599743395586,0.901075449755704
7.18,0.359124338653745,0.838721040333324,0.902154621012927
7.19,0.357933671309917,0.83883612310055,0.903230205589529
7.2,0.356752714405527,0.838945052842237,0.904302232752233
7.21,0.355581378370467,0.839047890131722,0.905370731497807
7.22,0.354419574468454,0.839144694975986,0.906435730555557
